ID,Brand,Model,Price_INR,Launch_Year,OS,Processor,GPU,RAM_GB,Storage_GB,Expandable_Storage,Display_Size_Inches,Display_Type,Resolution,Refresh_Rate_Hz,Battery_mAh,Fast_Charging_Watts,Wireless_Charging,Primary_Camera_MP,UltraWide_Camera_MP,Telephoto_Camera_MP,Front_Camera_MP,Video_Recording,5G_Support,Dual_SIM,Bluetooth_Version,WiFi_Version,NFC,Fingerprint_Type,Build_Type,Weight_grams,IP_Rating
585,Xiaomi,Xiaomi Pro 585,13819,2020,Android 14,Dimensity 920,Adreno 730,4,64,No,6.4,AMOLED,1440x3200,144,4000,80,No,108,8,8,8,4K@30fps,Yes,Yes,5.2,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,191,IP53
586,Samsung,Samsung Pro 586,24754,2025,Android 13,A16 Bionic,Adreno 730,8,64,Yes,6.7,Super AMOLED,720x1600,60,4500,65,Yes,50,8,32,16,8K@24fps,No,Yes,5.1,WiFi 5,Yes,In-display,Metal Frame Glass Back,169,IP53
587,Nokia,Nokia Pro 587,29120,2022,Android 14,Snapdragon 8 Gen 2,Apple GPU,12,64,No,6.1,AMOLED,720x1600,90,6000,120,Yes,48,16,8,50,4K@60fps,Yes,No,5.3,WiFi 5,No,In-display,Metal Frame Glass Back,235,IP53
588,Nothing,Nothing Pro 588,63167,2022,Android 13,Dimensity 8200,Adreno 740,6,64,No,6.5,Super AMOLED,1440x3200,144,6000,120,Yes,50,8,32,16,8K@24fps,No,Yes,5.1,WiFi 5,Yes,Rear-mounted,Glass Front/Back,180,IP67
589,Apple,Apple Pro 589,22764,2021,Android 13,Snapdragon 7 Gen 1,Adreno 730,4,64,Yes,6.7,LTPO AMOLED,1080x2400,60,5000,80,Yes,200,12,32,16,8K@24fps,Yes,Yes,5.1,WiFi 6E,No,Side-mounted,Glass Front/Back,217,IP53
590,Samsung,Samsung Pro 590,115411,2022,iOS 17,Dimensity 8200,Mali-G710,16,64,No,6.8,IPS LCD,1440x3200,90,6000,25,No,200,50,12,16,4K@30fps,No,No,5.3,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,185,IP67
591,OnePlus,OnePlus Pro 591,31650,2024,iOS 17,A16 Bionic,Adreno 730,16,256,No,6.4,OLED,720x1600,120,5000,120,No,50,50,12,8,4K@60fps,No,No,5.3,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",214,IP67
592,Realme,Realme Pro 592,96348,2020,iOS 16,A16 Bionic,Adreno 730,4,64,No,6.4,OLED,720x1600,120,6000,33,Yes,48,16,32,8,1080p@60fps,No,Yes,5.3,WiFi 5,Yes,In-display,"Glass Front, Plastic Back",216,IP67
593,OnePlus,OnePlus Pro 593,149176,2023,iOS 17,Dimensity 8200,Adreno 740,8,64,No,6.4,Super AMOLED,720x1600,60,6000,45,Yes,64,12,12,16,1080p@60fps,Yes,No,5,WiFi 6,No,In-display,Glass Front/Back,177,No Rating
594,Apple,Apple Pro 594,99015,2022,Android 13,Snapdragon 8 Gen 2,Apple GPU,8,1024,Yes,6.4,IPS LCD,1080x2400,90,4000,65,Yes,108,12,12,32,4K@60fps,No,Yes,5,WiFi 6,No,In-display,"Glass Front, Plastic Back",200,IP67
595,Realme,Realme Pro 595,76748,2020,Android 14,Snapdragon 8 Gen 1,Adreno 740,4,64,No,6.5,AMOLED,720x1600,120,4500,120,No,200,16,12,50,4K@60fps,Yes,No,5,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,197,No Rating
596,Samsung,Samsung Pro 596,81373,2022,iOS 17,Snapdragon 8 Gen 1,Adreno 740,6,64,No,6.1,IPS LCD,1440x3200,60,5000,120,No,200,12,12,8,8K@24fps,Yes,No,5,WiFi 6E,Yes,Side-mounted,Glass Front/Back,213,IP68
597,Nokia,Nokia Pro 597,76182,2020,iOS 17,A16 Bionic,Adreno 740,4,1024,Yes,6.1,OLED,1080x2400,120,4000,80,Yes,108,8,8,32,4K@60fps,Yes,No,5,WiFi 6,Yes,In-display,Metal Frame Glass Back,225,IP67
598,OnePlus,OnePlus Pro 598,60780,2021,iOS 17,Exynos 2200,Apple GPU,6,512,Yes,6.5,LTPO AMOLED,1080x2400,90,5000,18,Yes,50,16,12,8,8K@24fps,Yes,No,5.3,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,199,IP53
599,Realme,Realme Pro 599,17596,2025,iOS 17,Snapdragon 7 Gen 1,Xclipse 920,6,1024,No,6.7,OLED,1080x2400,144,5500,18,Yes,200,50,32,32,1080p@60fps,No,Yes,5.3,WiFi 6E,Yes,Side-mounted,Glass Front/Back,165,IP53
600,Apple,Apple Pro 600,114306,2025,iOS 16,Dimensity 8200,Apple GPU,6,64,No,6.1,OLED,1080x2400,90,6000,80,No,48,50,32,8,1080p@60fps,Yes,No,5.2,WiFi 5,Yes,Side-mounted,Glass Front/Back,168,IP67
